,Name,Age,Birthday,Height,Weight,Rank,Country Represent,Year Turned Pro,Wins,Losses,Handed,Backhand Style,Number of Coaches
200,Radek Stepanek,35,1982.01.21,191,176.0,104,"Angers, France",2000.0,171,213,Right-Handed,One-Handed Backhand,2
201,Marcos Baghdatis,37,1980.05.17,185,170.0,218,"Montargis, France",2001.0,37,72,Right-Handed,Two-Handed Backhand,1
202,Nicolas Almagro,25,1992.08.16,170,141.0,26,"Buenos Aires, Argentina",2010.0,70,76,Right-Handed,Two-Handed Backhand,1
203,Paolo Lorenzi,30,1987.10.07,198,210.0,13,"San Francisco, CA, USA",2006.0,321,257,Right-Handed,Two-Handed Backhand,1
204,Dustin Brown,23,1994.04.20,183,161.0,94,"Sydney, Australia",2013.0,16,29,Right-Handed,Two-Handed Backhand,1
205,Facundo Bagnis,21,1996.04.10,183,173.0,144,"Skara, Sweden",2014.0,13,30,Right-Handed,Two-Handed Backhand,1
206,Arthur De Greef,31,1986.02.10,193,189.0,55,"Belgrade, Serbia",2006.0,282,250,Right-Handed,Two-Handed Backhand,1
207,Mohamed Safwat,22,1995.09.27,170,141.0,166,"Mie, Japan",2014.0,22,27,Left-Handed,Two-Handed Backhand,1
208,Karen Khachanov,30,1987.08.22,191,194.0,33,"Moscow, Russia",2005.0,110,155,Left-Handed,Two-Handed Backhand,2
209,Mubarak Shannan Zayid,18,1999.02.17,180,152.0,208,"Sydney, Australia",2015.0,2,5,Right-Handed,Two-Handed Backhand,1
210,Gerald Melzer,22,1995.09.27,170,141.0,166,"Mie, Japan",2014.0,22,27,Left-Handed,Two-Handed Backhand,1
211,Paul-Henri Mathieu,29,1987.12.30,175,160.0,130,"Milwaukee, WI, USA",2006.0,36,70,Right-Handed,Two-Handed Backhand,0
212,Fernando Verdasco,21,1996.10.09,188,165.0,54,"Providence, RI, USA",2014.0,32,44,Right-Handed,Two-Handed Backhand,1
213,Vasek Pospisil,28,1989.01.24,188,185.0,221,"Townsville, Australia",2012.0,5,15,Left-Handed,Two-Handed Backhand,1
214,Jiri Vesely,18,1999.02.17,180,152.0,208,"Sydney, Australia",2015.0,2,5,Right-Handed,Two-Handed Backhand,1
215,Anil Yuksel,19,1998.01.20,188,170.0,79,"Hyattsville, MD, USA",2015.0,9,29,Right-Handed,Two-Handed Backhand,2
216,Horacio Zeballos,21,1996.07.04,185,180.0,120,"Los Angeles, CA, USA",2014.0,11,19,Right-Handed,Two-Handed Backhand,1
217,Florian Mayer,32,1985.01.02,183,183.0,5,"Medjugorje, Bosnia-Herzegovina",2004.0,218,151,Right-Handed,Two-Handed Backhand,1
218,Vasek Pospisil,18,1999.02.17,180,152.0,208,"Sydney, Australia",2015.0,2,5,Right-Handed,Two-Handed Backhand,1
219,Nikoloz Basilashvili,29,1987.12.26,183,159.0,74,"Volgograd, Russia",2006.0,117,151,Right-Handed,Two-Handed Backhand,1
220,Radek Stepanek,32,1985.01.02,183,183.0,5,"Medjugorje, Bosnia-Herzegovina",2004.0,218,151,Right-Handed,Two-Handed Backhand,1
221,Enrique Lopez Perez,25,1992.05.07,185,185.0,47,"Shreveport, LA, USA",2007.0,93,129,Right-Handed,Two-Handed Backhand,2
222,Alessandro Giannessi,22,1995.09.27,170,141.0,166,"Mie, Japan",2014.0,22,27,Left-Handed,Two-Handed Backhand,1
223,Mirza Basic,33,1984.09.05,178,160.0,150,"Kanagawa, Japan",2003.0,53,87,Right-Handed,Two-Handed Backhand,1
224,Mohamed Safwat,21,1996.10.09,188,165.0,54,"Providence, RI, USA",2014.0,32,44,Right-Handed,Two-Handed Backhand,1
225,Vincent Millot,33,1984.03.18,193,180.0,22,"Denver, CO, USA",2004.0,214,193,Right-Handed,One-Handed Backhand,2
226,Nikoloz Basilashvili,19,1998.01.20,188,170.0,79,"Hyattsville, MD, USA",2015.0,9,29,Right-Handed,Two-Handed Backhand,2
227,Luca Vanni,24,1993.08.11,188,181.0,228,"Williamstown, Australia",,2,3,Right-Handed,Two-Handed Backhand,0
228,Radek Stepanek,29,1987.12.30,175,160.0,130,"Milwaukee, WI, USA",2006.0,36,70,Right-Handed,Two-Handed Backhand,0
229,Lorenzo Giustino,24,1993.07.19,183,175.0,111,"Pittsburgh, PA, USA",2012.0,14,22,Right-Handed,Two-Handed Backhand,1
230,Mirza Basic,28,1989.01.24,188,185.0,221,"Townsville, Australia",2012.0,5,15,Left-Handed,Two-Handed Backhand,1
231,Marco Chiudinelli,19,1998.02.01,183,174.0,167,"Skopje, Macedonia",2013.0,5,15,Right-Handed,Two-Handed Backhand,2
232,Vincent Millot,21,1996.07.04,185,180.0,120,"Los Angeles, CA, USA",2014.0,11,19,Right-Handed,Two-Handed Backhand,1
233,Thomas Fabbiano,31,1986.05.21,178,168.0,234,"Lubeck, Germany",2004.0,63,102,Right-Handed,Two-Handed Backhand,2
234,Enrique Lopez Perez,29,1988.04.14,183,168.0,20,"Castellon de la Plana, Spain",2005.0,212,130,Right-Handed,Two-Handed Backhand,2
235,Evgeny Donskoy,21,1996.02.11,198,179.0,65,"Moscow, Russia",2014.0,29,31,Right-Handed,Two-Handed Backhand,2
236,Mohamed Safwat,29,1988.04.14,183,168.0,20,"Castellon de la Plana, Spain",2005.0,212,130,Right-Handed,Two-Handed Backhand,2
237,Taro Daniel,28,1989.05.08,196,176.0,41,"Avignon, France",2007.0,153,169,Right-Handed,Two-Handed Backhand,1
238,Alessandro Giannessi,21,1996.02.11,198,179.0,65,"Moscow, Russia",2014.0,29,31,Right-Handed,Two-Handed Backhand,2
239,Mousa Shanan Zayed,32,1985.04.04,175,144.0,67,"Kiryat Shmonna, Israel",2002.0,136,184,Right-Handed,One-Handed Backhand,1
240,Vasek Pospisil,29,1988.04.14,183,168.0,20,"Castellon de la Plana, Spain",2005.0,212,130,Right-Handed,Two-Handed Backhand,2
241,Jabor Al-Mutawa,35,1982.06.25,183,160.0,84,"Moscow, Russia",1999.0,492,398,Right-Handed,One-Handed Backhand,1
242,Gilles Muller,26,1991.05.16,191,176.0,3,"Haskovo, Bulgaria",2008.0,257,161,Right-Handed,One-Handed Backhand,1
243,Daniel Evans,27,1989.12.29,178,165.0,22,"Shimane, Japan",2007.0,331,155,Right-Handed,Two-Handed Backhand,2
244,Gilles Muller,26,1991.05.16,191,176.0,3,"Haskovo, Bulgaria",2008.0,257,161,Right-Handed,One-Handed Backhand,1
245,Viktor Troicki,26,1990.12.27,196,216.0,24,"Podgorica, Montenegro",2008.0,288,132,Right-Handed,Two-Handed Backhand,0
246,Daniel Evans,27,1989.12.29,178,165.0,22,"Shimane, Japan",2007.0,331,155,Right-Handed,Two-Handed Backhand,2
247,Andrey Kuznetsov,32,1985.03.28,183,179.0,9,"Lausanne, Switzerland",2002.0,465,262,Right-Handed,One-Handed Backhand,0
248,Daniel Evans,26,1990.12.27,196,216.0,24,"Podgorica, Montenegro",2008.0,288,132,Right-Handed,Two-Handed Backhand,0
249,Dominic Thiem,31,1986.06.03,185,188.0,1,"Manacor, Mallorca, Spain",2001.0,873,185,Left-Handed,Two-Handed Backhand,2
250,Gilles Muller,32,1985.03.28,183,179.0,9,"Lausanne, Switzerland",2002.0,465,262,Right-Handed,One-Handed Backhand,0
251,Pablo Cuevas,22,1995.01.08,188,184.0,50,"Johannesburg, South Africa",2012.0,53,63,Right-Handed,Two-Handed Backhand,1
252,Viktor Troicki,27,1989.12.29,178,165.0,22,"Shimane, Japan",2007.0,331,155,Right-Handed,Two-Handed Backhand,2
253,Philipp Kohlschreiber,23,1994.04.20,183,161.0,94,"Sydney, Australia",2013.0,16,29,Right-Handed,Two-Handed Backhand,1
254,Andrey Kuznetsov,26,1991.05.16,191,176.0,3,"Haskovo, Bulgaria",2008.0,257,161,Right-Handed,One-Handed Backhand,1
255,Pablo Carreno Busta,24,1993.09.03,185,180.0,5,"Wiener Neustadt, Austria",2011.0,171,109,Right-Handed,One-Handed Backhand,1
256,Dominic Thiem,26,1990.12.27,196,216.0,24,"Podgorica, Montenegro",2008.0,288,132,Right-Handed,Two-Handed Backhand,0
257,Gastao Elias,25,1992.08.16,170,141.0,26,"Buenos Aires, Argentina",2010.0,70,76,Right-Handed,Two-Handed Backhand,1
258,Pablo Cuevas,32,1985.03.28,183,179.0,9,"Lausanne, Switzerland",2002.0,465,262,Right-Handed,One-Handed Backhand,0
259,Nicolas Mahut,31,1986.02.10,193,189.0,55,"Belgrade, Serbia",2006.0,282,250,Right-Handed,Two-Handed Backhand,1
260,Viktor Troicki,27,1989.12.29,178,165.0,22,"Shimane, Japan",2007.0,331,155,Right-Handed,Two-Handed Backhand,2
261,Paolo Lorenzi,21,1996.10.09,188,165.0,54,"Providence, RI, USA",2014.0,32,44,Right-Handed,Two-Handed Backhand,1
262,Pablo Carreno Busta,24,1993.09.03,185,180.0,5,"Wiener Neustadt, Austria",2011.0,171,109,Right-Handed,One-Handed Backhand,1
263,Mischa Zverev,30,1987.10.19,193,220.0,247,"Narrandera, Australia",2006.0,38,62,Right-Handed,One-Handed Backhand,1
264,Philipp Kohlschreiber,31,1986.06.03,185,188.0,1,"Manacor, Mallorca, Spain",2001.0,873,185,Left-Handed,Two-Handed Backhand,2
265,Jordan Thompson,30,1987.08.22,191,194.0,33,"Moscow, Russia",2005.0,110,155,Left-Handed,Two-Handed Backhand,2
266,Gilles Muller,22,1995.01.08,188,184.0,50,"Johannesburg, South Africa",2012.0,53,63,Right-Handed,Two-Handed Backhand,1
267,Matthew Barton,23,1994.02.23,185,179.0,18,"Grande-Synthe, France",2012.0,85,66,Right-Handed,Two-Handed Backhand,1
268,Daniel Evans,26,1991.05.16,191,176.0,3,"Haskovo, Bulgaria",2008.0,257,161,Right-Handed,One-Handed Backhand,1
269,Marcel Granollers,35,1982.01.21,191,176.0,104,"Angers, France",2000.0,171,213,Right-Handed,One-Handed Backhand,2
270,Andrey Kuznetsov,23,1994.04.20,183,161.0,94,"Sydney, Australia",2013.0,16,29,Right-Handed,Two-Handed Backhand,1
271,Alex de Minaur,35,1982.04.02,175,160.0,37,"Javea, Spain",2000.0,717,353,Right-Handed,Two-Handed Backhand,1
272,Philipp Kohlschreiber,31,1986.06.03,185,188.0,1,"Manacor, Mallorca, Spain",2001.0,873,185,Left-Handed,Two-Handed Backhand,2
273,Fabio Fognini,29,1988.11.07,180,157.0,38,"Kiev, Ukraine",2006.0,216,196,Right-Handed,Two-Handed Backhand,1
274,Gilles Muller,23,1994.02.23,185,179.0,18,"Grande-Synthe, France",2012.0,85,66,Right-Handed,Two-Handed Backhand,1
275,Alexandr Dolgopolov,32,1984.12.27,183,154.0,89,"Nice, France",2002.0,421,307,Right-Handed,Two-Handed Backhand,0
276,Andrey Kuznetsov,26,1991.05.16,191,176.0,3,"Haskovo, Bulgaria",2008.0,257,161,Right-Handed,One-Handed Backhand,1
277,Martin Klizan,27,1989.12.24,188,190.0,44,"Orange, CA, USA",2012.0,122,116,Right-Handed,Two-Handed Backhand,1
278,Marcel Granollers,35,1982.04.02,175,160.0,37,"Javea, Spain",2000.0,717,353,Right-Handed,Two-Handed Backhand,1
279,Santiago Giraldo,25,1992.10.21,196,201.0,142,"Stuttgart, Germany",2008.0,169,158,Right-Handed,Two-Handed Backhand,1
280,Matthew Barton,21,1996.10.09,188,165.0,54,"Providence, RI, USA",2014.0,32,44,Right-Handed,Two-Handed Backhand,1
281,Kyle Edmund,34,1983.05.09,193,196.0,25,"Luxembourg City, Luxembourg",2001.0,223,194,Left-Handed,Two-Handed Backhand,3
282,Alex de Minaur,22,1995.01.08,188,184.0,50,"Johannesburg, South Africa",2012.0,53,63,Right-Handed,Two-Handed Backhand,1
283,Benoit Paire,21,1996.07.04,185,180.0,120,"Los Angeles, CA, USA",2014.0,11,19,Right-Handed,Two-Handed Backhand,1
284,Gastao Elias,30,1987.10.19,193,220.0,247,"Narrandera, Australia",2006.0,38,62,Right-Handed,One-Handed Backhand,1
285,Christopher O'Connell,26,1991.03.18,188,174.0,81,"Schiltigheim, France",2010.0,30,51,Right-Handed,Two-Handed Backhand,2
286,Daniel Evans,35,1982.01.21,191,176.0,104,"Angers, France",2000.0,171,213,Right-Handed,One-Handed Backhand,2
287,Thiago Monteiro,37,1980.05.17,185,170.0,218,"Montargis, France",2001.0,37,72,Right-Handed,Two-Handed Backhand,1
288,Paolo Lorenzi,25,1992.08.16,170,141.0,26,"Buenos Aires, Argentina",2010.0,70,76,Right-Handed,Two-Handed Backhand,1
289,Florian Mayer,30,1987.10.07,198,210.0,13,"San Francisco, CA, USA",2006.0,321,257,Right-Handed,Two-Handed Backhand,1
290,Nicolas Mahut,23,1994.04.20,183,161.0,94,"Sydney, Australia",2013.0,16,29,Right-Handed,Two-Handed Backhand,1
291,Thomaz Bellucci,21,1996.04.10,183,173.0,144,"Skara, Sweden",2014.0,13,30,Right-Handed,Two-Handed Backhand,1
292,Jordan Thompson,31,1986.02.10,193,189.0,55,"Belgrade, Serbia",2006.0,282,250,Right-Handed,Two-Handed Backhand,1
293,Nikoloz Basilashvili,22,1995.09.27,170,141.0,166,"Mie, Japan",2014.0,22,27,Left-Handed,Two-Handed Backhand,1
294,Mischa Zverev,30,1987.08.22,191,194.0,33,"Moscow, Russia",2005.0,110,155,Left-Handed,Two-Handed Backhand,2
295,Nicolas Almagro,18,1999.02.17,180,152.0,208,"Sydney, Australia",2015.0,2,5,Right-Handed,Two-Handed Backhand,1
296,Gastao Elias,22,1995.09.27,170,141.0,166,"Mie, Japan",2014.0,22,27,Left-Handed,Two-Handed Backhand,1
297,Nikoloz Basilashvili,29,1987.12.30,175,160.0,130,"Milwaukee, WI, USA",2006.0,36,70,Right-Handed,Two-Handed Backhand,0
298,Thiago Monteiro,21,1996.10.09,188,165.0,54,"Providence, RI, USA",2014.0,32,44,Right-Handed,Two-Handed Backhand,1
299,Santiago Giraldo,28,1989.01.24,188,185.0,221,"Townsville, Australia",2012.0,5,15,Left-Handed,Two-Handed Backhand,1
300,Matthew Barton,18,1999.02.17,180,152.0,208,"Sydney, Australia",2015.0,2,5,Right-Handed,Two-Handed Backhand,1
301,Mathias Bourgue,19,1998.01.20,188,170.0,79,"Hyattsville, MD, USA",2015.0,9,29,Right-Handed,Two-Handed Backhand,2
302,Christopher O'Connell,21,1996.07.04,185,180.0,120,"Los Angeles, CA, USA",2014.0,11,19,Right-Handed,Two-Handed Backhand,1
303,Enrique Lopez Perez,32,1985.01.02,183,183.0,5,"Medjugorje, Bosnia-Herzegovina",2004.0,218,151,Right-Handed,Two-Handed Backhand,1
304,Mathias Bourgue,18,1999.02.17,180,152.0,208,"Sydney, Australia",2015.0,2,5,Right-Handed,Two-Handed Backhand,1
305,Paul-Henri Mathieu,29,1987.12.26,183,159.0,74,"Volgograd, Russia",2006.0,117,151,Right-Handed,Two-Handed Backhand,1
306,Christopher O'Connell,32,1985.01.02,183,183.0,5,"Medjugorje, Bosnia-Herzegovina",2004.0,218,151,Right-Handed,Two-Handed Backhand,1
307,Illya Marchenko,25,1992.05.07,185,185.0,47,"Shreveport, LA, USA",2007.0,93,129,Right-Handed,Two-Handed Backhand,2
308,Gastao Elias,22,1995.09.27,170,141.0,166,"Mie, Japan",2014.0,22,27,Left-Handed,Two-Handed Backhand,1
309,Luca Vanni,33,1984.09.05,178,160.0,150,"Kanagawa, Japan",2003.0,53,87,Right-Handed,Two-Handed Backhand,1
310,Thiago Monteiro,21,1996.10.09,188,165.0,54,"Providence, RI, USA",2014.0,32,44,Right-Handed,Two-Handed Backhand,1
311,Thomas Fabbiano,33,1984.03.18,193,180.0,22,"Denver, CO, USA",2004.0,214,193,Right-Handed,One-Handed Backhand,2
312,Matthew Barton,19,1998.01.20,188,170.0,79,"Hyattsville, MD, USA",2015.0,9,29,Right-Handed,Two-Handed Backhand,2
313,Mikhail Kukushkin,24,1993.08.11,188,181.0,228,"Williamstown, Australia",,2,3,Right-Handed,Two-Handed Backhand,0
314,Santiago Giraldo,29,1987.12.30,175,160.0,130,"Milwaukee, WI, USA",2006.0,36,70,Right-Handed,Two-Handed Backhand,0
315,Andrew Whittington,24,1993.07.19,183,175.0,111,"Pittsburgh, PA, USA",2012.0,14,22,Right-Handed,Two-Handed Backhand,1
316,Enrique Lopez Perez,28,1989.01.24,188,185.0,221,"Townsville, Australia",2012.0,5,15,Left-Handed,Two-Handed Backhand,1
317,Dusan Lajovic,19,1998.02.01,183,174.0,167,"Skopje, Macedonia",2013.0,5,15,Right-Handed,Two-Handed Backhand,2
318,Nikoloz Basilashvili,21,1996.07.04,185,180.0,120,"Los Angeles, CA, USA",2014.0,11,19,Right-Handed,Two-Handed Backhand,1
319,Rogerio Dutra Silva,31,1986.05.21,178,168.0,234,"Lubeck, Germany",2004.0,63,102,Right-Handed,Two-Handed Backhand,2
320,Jack Sock,26,1991.05.16,191,176.0,3,"Haskovo, Bulgaria",2008.0,257,161,Right-Handed,One-Handed Backhand,1
321,Joao Sousa,27,1989.12.29,178,165.0,22,"Shimane, Japan",2007.0,331,155,Right-Handed,Two-Handed Backhand,2
322,Jack Sock,26,1991.05.16,191,176.0,3,"Haskovo, Bulgaria",2008.0,257,161,Right-Handed,One-Handed Backhand,1
323,Steve Johnson,26,1990.12.27,196,216.0,24,"Podgorica, Montenegro",2008.0,288,132,Right-Handed,Two-Handed Backhand,0
324,Joao Sousa,27,1989.12.29,178,165.0,22,"Shimane, Japan",2007.0,331,155,Right-Handed,Two-Handed Backhand,2
325,Marcos Baghdatis,32,1985.03.28,183,179.0,9,"Lausanne, Switzerland",2002.0,465,262,Right-Handed,One-Handed Backhand,0
326,Steve Johnson,26,1990.12.27,196,216.0,24,"Podgorica, Montenegro",2008.0,288,132,Right-Handed,Two-Handed Backhand,0
327,John Isner,31,1986.06.03,185,188.0,1,"Manacor, Mallorca, Spain",2001.0,873,185,Left-Handed,Two-Handed Backhand,2
328,Jack Sock,32,1985.03.28,183,179.0,9,"Lausanne, Switzerland",2002.0,465,262,Right-Handed,One-Handed Backhand,0
329,Jeremy Chardy,22,1995.01.08,188,184.0,50,"Johannesburg, South Africa",2012.0,53,63,Right-Handed,Two-Handed Backhand,1
330,Marcos Baghdatis,27,1989.12.29,178,165.0,22,"Shimane, Japan",2007.0,331,155,Right-Handed,Two-Handed Backhand,2
331,Jiri Vesely,23,1994.04.20,183,161.0,94,"Sydney, Australia",2013.0,16,29,Right-Handed,Two-Handed Backhand,1
332,Joao Sousa,26,1991.05.16,191,176.0,3,"Haskovo, Bulgaria",2008.0,257,161,Right-Handed,One-Handed Backhand,1
333,Robin Haase,24,1993.09.03,185,180.0,5,"Wiener Neustadt, Austria",2011.0,171,109,Right-Handed,One-Handed Backhand,1
334,John Isner,26,1990.12.27,196,216.0,24,"Podgorica, Montenegro",2008.0,288,132,Right-Handed,Two-Handed Backhand,0
335,Malek Jaziri,25,1992.08.16,170,141.0,26,"Buenos Aires, Argentina",2010.0,70,76,Right-Handed,Two-Handed Backhand,1
336,Robin Haase,32,1985.03.28,183,179.0,9,"Lausanne, Switzerland",2002.0,465,262,Right-Handed,One-Handed Backhand,0
337,David Ferrer,31,1986.02.10,193,189.0,55,"Belgrade, Serbia",2006.0,282,250,Right-Handed,Two-Handed Backhand,1
338,Jack Sock,27,1989.12.29,178,165.0,22,"Shimane, Japan",2007.0,331,155,Right-Handed,Two-Handed Backhand,2
339,Ryan Harrison,21,1996.10.09,188,165.0,54,"Providence, RI, USA",2014.0,32,44,Right-Handed,Two-Handed Backhand,1
340,Jeremy Chardy,24,1993.09.03,185,180.0,5,"Wiener Neustadt, Austria",2011.0,171,109,Right-Handed,One-Handed Backhand,1
341,Feliciano Lopez,30,1987.10.19,193,220.0,247,"Narrandera, Australia",2006.0,38,62,Right-Handed,One-Handed Backhand,1
342,Steve Johnson,31,1986.06.03,185,188.0,1,"Manacor, Mallorca, Spain",2001.0,873,185,Left-Handed,Two-Handed Backhand,2
343,Yen-Hsun Lu,30,1987.08.22,191,194.0,33,"Moscow, Russia",2005.0,110,155,Left-Handed,Two-Handed Backhand,2
344,Marcos Baghdatis,22,1995.01.08,188,184.0,50,"Johannesburg, South Africa",2012.0,53,63,Right-Handed,Two-Handed Backhand,1
345,Dustin Brown,23,1994.02.23,185,179.0,18,"Grande-Synthe, France",2012.0,85,66,Right-Handed,Two-Handed Backhand,1
346,Joao Sousa,26,1991.05.16,191,176.0,3,"Haskovo, Bulgaria",2008.0,257,161,Right-Handed,One-Handed Backhand,1
347,Brydan Klein,35,1982.01.21,191,176.0,104,"Angers, France",2000.0,171,213,Right-Handed,One-Handed Backhand,2
348,Jiri Vesely,23,1994.04.20,183,161.0,94,"Sydney, Australia",2013.0,16,29,Right-Handed,Two-Handed Backhand,1
349,Rubin Statham,35,1982.04.02,175,160.0,37,"Javea, Spain",2000.0,717,353,Right-Handed,Two-Handed Backhand,1
350,Joao Sousa,31,1986.06.03,185,188.0,1,"Manacor, Mallorca, Spain",2001.0,873,185,Left-Handed,Two-Handed Backhand,2
351,Albert Ramos-Vinolas,29,1988.11.07,180,157.0,38,"Kiev, Ukraine",2006.0,216,196,Right-Handed,Two-Handed Backhand,1
352,Feliciano Lopez,23,1994.02.23,185,179.0,18,"Grande-Synthe, France",2012.0,85,66,Right-Handed,Two-Handed Backhand,1
353,Michael Venus,32,1984.12.27,183,154.0,89,"Nice, France",2002.0,421,307,Right-Handed,Two-Handed Backhand,0
354,Steve Johnson,26,1991.05.16,191,176.0,3,"Haskovo, Bulgaria",2008.0,257,161,Right-Handed,One-Handed Backhand,1
355,Stephane Robert,27,1989.12.24,188,190.0,44,"Orange, CA, USA",2012.0,122,116,Right-Handed,Two-Handed Backhand,1
356,Marcos Baghdatis,35,1982.04.02,175,160.0,37,"Javea, Spain",2000.0,717,353,Right-Handed,Two-Handed Backhand,1
357,Adrian Mannarino,25,1992.10.21,196,201.0,142,"Stuttgart, Germany",2008.0,169,158,Right-Handed,Two-Handed Backhand,1
358,Dustin Brown,21,1996.10.09,188,165.0,54,"Providence, RI, USA",2014.0,32,44,Right-Handed,Two-Handed Backhand,1
359,Michael Mmoh,34,1983.05.09,193,196.0,25,"Luxembourg City, Luxembourg",2001.0,223,194,Left-Handed,Two-Handed Backhand,3
360,Jeremy Chardy,22,1995.01.08,188,184.0,50,"Johannesburg, South Africa",2012.0,53,63,Right-Handed,Two-Handed Backhand,1
361,Artem Sitak,21,1996.07.04,185,180.0,120,"Los Angeles, CA, USA",2014.0,11,19,Right-Handed,Two-Handed Backhand,1
362,Robin Haase,30,1987.10.19,193,220.0,247,"Narrandera, Australia",2006.0,38,62,Right-Handed,One-Handed Backhand,1
363,Finn Tearney,26,1991.03.18,188,174.0,81,"Schiltigheim, France",2010.0,30,51,Right-Handed,Two-Handed Backhand,2
364,Ryan Harrison,35,1982.01.21,191,176.0,104,"Angers, France",2000.0,171,213,Right-Handed,One-Handed Backhand,2
365,Guillermo Garcia-Lopez,37,1980.05.17,185,170.0,218,"Montargis, France",2001.0,37,72,Right-Handed,Two-Handed Backhand,1
366,Malek Jaziri,25,1992.08.16,170,141.0,26,"Buenos Aires, Argentina",2010.0,70,76,Right-Handed,Two-Handed Backhand,1
367,Diego Schwartzman,30,1987.10.07,198,210.0,13,"San Francisco, CA, USA",2006.0,321,257,Right-Handed,Two-Handed Backhand,1
368,Brydan Klein,23,1994.04.20,183,161.0,94,"Sydney, Australia",2013.0,16,29,Right-Handed,Two-Handed Backhand,1
369,Facundo Bagnis,21,1996.04.10,183,173.0,144,"Skara, Sweden",2014.0,13,30,Right-Handed,Two-Handed Backhand,1
370,Yen-Hsun Lu,31,1986.02.10,193,189.0,55,"Belgrade, Serbia",2006.0,282,250,Right-Handed,Two-Handed Backhand,1
371,Karen Khachanov,22,1995.09.27,170,141.0,166,"Mie, Japan",2014.0,22,27,Left-Handed,Two-Handed Backhand,1
372,Jiri Vesely,30,1987.08.22,191,194.0,33,"Moscow, Russia",2005.0,110,155,Left-Handed,Two-Handed Backhand,2
373,Horacio Zeballos,18,1999.02.17,180,152.0,208,"Sydney, Australia",2015.0,2,5,Right-Handed,Two-Handed Backhand,1
374,Ryan Harrison,22,1995.09.27,170,141.0,166,"Mie, Japan",2014.0,22,27,Left-Handed,Two-Handed Backhand,1
375,Rubin Statham,29,1987.12.30,175,160.0,130,"Milwaukee, WI, USA",2006.0,36,70,Right-Handed,Two-Handed Backhand,0
376,Brydan Klein,21,1996.10.09,188,165.0,54,"Providence, RI, USA",2014.0,32,44,Right-Handed,Two-Handed Backhand,1
377,Steven Diez,28,1989.01.24,188,185.0,221,"Townsville, Australia",2012.0,5,15,Left-Handed,Two-Handed Backhand,1
378,Michael Mmoh,18,1999.02.17,180,152.0,208,"Sydney, Australia",2015.0,2,5,Right-Handed,Two-Handed Backhand,1
379,Jerzy Janowicz,19,1998.01.20,188,170.0,79,"Hyattsville, MD, USA",2015.0,9,29,Right-Handed,Two-Handed Backhand,2
380,Finn Tearney,21,1996.07.04,185,180.0,120,"Los Angeles, CA, USA",2014.0,11,19,Right-Handed,Two-Handed Backhand,1
381,Cameron Norrie,32,1985.01.02,183,183.0,5,"Medjugorje, Bosnia-Herzegovina",2004.0,218,151,Right-Handed,Two-Handed Backhand,1
382,Ryan Harrison,18,1999.02.17,180,152.0,208,"Sydney, Australia",2015.0,2,5,Right-Handed,Two-Handed Backhand,1
383,Marcin Matkowski,29,1987.12.26,183,159.0,74,"Volgograd, Russia",2006.0,117,151,Right-Handed,Two-Handed Backhand,1
384,Steven Diez,32,1985.01.02,183,183.0,5,"Medjugorje, Bosnia-Herzegovina",2004.0,218,151,Right-Handed,Two-Handed Backhand,1
385,Treat Huey,25,1992.05.07,185,185.0,47,"Shreveport, LA, USA",2007.0,93,129,Right-Handed,Two-Handed Backhand,2
386,Michael Mmoh,22,1995.09.27,170,141.0,166,"Mie, Japan",2014.0,22,27,Left-Handed,Two-Handed Backhand,1
