,Name,Age,Birthday,Height,Weight,Rank,Country Represent,Year Turned Pro,Wins,Losses,Handed,Backhand Style,Number of Coaches
1969,Joao Sousa,23,1994.11.08,188,169.0,137,"Chennai, India",,12,13,Right-Handed,One-Handed Backhand,2
1970,Dusan Lajovic,33,1984.03.13,178,169.0,77,"Liege, Belgium",2003.0,111,121,Right-Handed,Two-Handed Backhand,1
1971,Feliciano Lopez,28,1988.12.24,183,176.0,32,"Zagreb, Croatia",2006.0,38,38,Right-Handed,Two-Handed Backhand,1
1972,Juan Martin del Potro,33,1984.02.05,178,161.0,90,"Sao Paulo, Brazil",2003.0,19,23,Right-Handed,Two-Handed Backhand,2
1973,Federico Delbonis,27,1990.06.30,183,172.0,75,"Belgrade, Serbia",2007.0,75,99,Right-Handed,Two-Handed Backhand,1
1974,Malek Jaziri,25,1992.11.04,183,181.0,165,"Bratislava, Slovakia",,7,15,Right-Handed,Two-Handed Backhand,1
1975,Marcel Granollers,27,1990.11.24,183,168.0,115,"Lourinhã, Portugal",2008.0,28,47,Right-Handed,Two-Handed Backhand,1
1976,Kevin Anderson,21,1996.02.11,198,179.0,65,"Moscow, Russia",2014.0,29,31,Right-Handed,One-Handed Backhand,2
1977,Federico Gaio,23,1994.05.31,183,172.0,124,"Fortaleza, Brazil",2011.0,19,31,Left-Handed,Two-Handed Backhand,2
1978,Facundo Bagnis,25,1992.03.15,180,160.0,146,"Rosario, Argentina",2009.0,20,28,Right-Handed,Two-Handed Backhand,3
1979,Julien Benneteau,18,1998.12.22,183,170.0,141,"Oslo, Norway",2015.0,9,12,Right-Handed,Two-Handed Backhand,1
1980,Jeremy Chardy,32,1985.04.04,175,144.0,67,"Kiryat Shmonna, Israel",2002.0,136,184,Right-Handed,Two-Handed Backhand,1
1981,Radu Albot,25,1992.05.20,175,154.0,30,"Sarajevo, Bosnia-Herzegovina",2011.0,76,66,Right-Handed,One-Handed Backhand,1
1982,Federico Delbonis,21,1996.05.19,188,192.0,58,"Suwon, South Korea",2014.0,51,43,Right-Handed,Two-Handed Backhand,1
1983,Andrey Kuznetsov,36,1981.05.22,183,178.0,189,"Vienna, Austria",1999.0,348,334,Left-Handed,Two-Handed Backhand,1
1984,Alexandr Dolgopolov,25,1992.07.04,183,170.0,116,"New Delhi, India",2008.0,22,19,Right-Handed,Two-Handed Backhand,1
1985,Viktor Troicki,25,1992.08.16,178,165.0,95,"Merlo, Argentina",2009.0,11,15,Right-Handed,Two-Handed Backhand,2
1986,Damir Dzumhur,25,1992.11.04,183,181.0,165,"Bratislava, Slovakia",,7,15,Right-Handed,Two-Handed Backhand,1
1987,Ryan Harrison,28,1989.11.12,188,176.0,256,"Chennai, India",,1,1,Left-Handed,Two-Handed Backhand,1
1988,Kyle Edmund,28,1988.12.24,183,176.0,32,"Zagreb, Croatia",2006.0,38,38,Right-Handed,One-Handed Backhand,1
1989,Gastao Elias,27,1990.01.31,180,172.0,222,"Santiago del Estero, Argentina",2008.0,5,8,Right-Handed,Two-Handed Backhand,2
1990,Daniel Evans,21,1996.05.19,188,192.0,58,"Suwon, South Korea",2014.0,51,43,Right-Handed,Two-Handed Backhand,1
1991,Dustin Brown,29,1988.07.12,185,174.0,345,"Belgrade, Serbia",,1,2,Right-Handed,Two-Handed Backhand,1
1992,Fabio Fognini,25,1992.08.16,178,165.0,95,"Merlo, Argentina",2009.0,11,15,Right-Handed,Two-Handed Backhand,2
1993,Konstantin Kravchuk,20,1997.01.14,185,168.0,418,"Chennai, India",,0,0,Right-Handed,Two-Handed Backhand,1
1994,Bjorn Fratangelo,25,1992.11.04,183,181.0,165,"Bratislava, Slovakia",,7,15,Right-Handed,Two-Handed Backhand,1
1995,Bernard Tomic,30,1987.09.20,198,212.0,290,"Sibenik, Croatia",,6,18,Right-Handed,none,1
1996,Taylor Fritz,27,1990.01.31,180,172.0,222,"Santiago del Estero, Argentina",2008.0,5,8,Right-Handed,Two-Handed Backhand,2
1997,Benoit Paire,26,1991.01.11,173,150.0,340,"Cernusco sul Naviglio, Italy",,0,1,Right-Handed,Two-Handed Backhand,1
1998,Peter Gojowczyk,36,1981.05.22,183,178.0,189,"Vienna, Austria",1999.0,348,334,Left-Handed,Two-Handed Backhand,1
1999,Reilly Opelka,26,1991.03.17,0,,303,,,1,6,none,One-Handed Backhand,0
2000,Pierre-Hugues Herbert,28,1989.11.12,188,176.0,256,"Chennai, India",,1,1,Left-Handed,Two-Handed Backhand,1
2001,Thomaz Bellucci,27,1990.10.16,170,143.0,343,"Tokyo, Japan",,2,9,Right-Handed,One-Handed Backhand,1
2002,Malek Jaziri,28,1988.12.24,183,176.0,32,"Zagreb, Croatia",2006.0,38,38,Right-Handed,Two-Handed Backhand,1
2003,Nicolas Mahut,25,1992.03.05,180,185.0,253,"Faenza, Italy",2009.0,2,4,Right-Handed,Two-Handed Backhand,1
2004,Karen Khachanov,25,1992.07.04,183,170.0,116,"New Delhi, India",2008.0,22,19,Right-Handed,Two-Handed Backhand,1
2005,Tommy Robredo,25,1992.09.30,185,172.0,110,"Palermo, Italy",2010.0,4,23,Right-Handed,Two-Handed Backhand,1
2006,Darian King,30,1987.05.22,188,170.0,12,"Belgrade, Serbia",2003.0,783,163,Right-Handed,Two-Handed Backhand,1
2007,Nikoloz Basilashvili,30,1987.05.15,191,185.0,16,"Glasgow, Scotland",2005.0,655,184,Right-Handed,Two-Handed Backhand,1
2008,Martin Klizan,30,1987.05.15,191,185.0,16,"Glasgow, Scotland",2005.0,655,184,Right-Handed,Two-Handed Backhand,1
2009,Thiago Monteiro,32,1985.09.17,196,200.0,19,"Valasske Mezirici, CZE",2002.0,616,321,Right-Handed,One-Handed Backhand,1
2010,Mikhail Kukushkin,30,1987.05.22,188,170.0,12,"Belgrade, Serbia",2003.0,783,163,Right-Handed,Two-Handed Backhand,1
2011,Jordan Thompson,34,1983.11.15,185,192.0,35,"Madrid, Spain",2001.0,487,361,Left-Handed,Two-Handed Backhand,1
2012,Henri Laaksonen,30,1987.05.15,191,185.0,16,"Glasgow, Scotland",2005.0,655,184,Right-Handed,Two-Handed Backhand,1
2013,Borna Coric,32,1985.08.21,183,190.0,151,"Murcia, Spain",2003.0,397,277,Right-Handed,Two-Handed Backhand,0
2014,Dusan Lajovic,30,1987.05.22,188,170.0,12,"Belgrade, Serbia",2003.0,783,163,Right-Handed,Two-Handed Backhand,1
2015,Frances Tiafoe,39,1978.11.27,185,167.0,349,"Karvina, Czech Republic",1996.0,384,302,Right-Handed,One-Handed Backhand,1
2016,Paolo Lorenzi,32,1985.09.17,196,200.0,19,"Valasske Mezirici, CZE",2002.0,616,321,Right-Handed,Two-Handed Backhand,1
2017,Robin Haase,32,1985.04.17,188,200.0,15,"Le Mans, France",2004.0,426,195,Right-Handed,Two-Handed Backhand,1
2018,Adrian Mannarino,34,1983.11.15,185,192.0,35,"Madrid, Spain",2001.0,487,361,Left-Handed,Two-Handed Backhand,1
2019,Juan Monaco,38,1979.02.28,211,230.0,80,"Zagreb, Croatia",2000.0,346,307,Right-Handed,One-Handed Backhand,1
2020,Yoshihito Nishioka,30,1987.05.15,191,185.0,16,"Glasgow, Scotland",2005.0,655,184,Right-Handed,Two-Handed Backhand,1
2021,Elias Ymer,27,1990.07.13,188,176.0,101,"Vienna, Austria",2007.0,16,28,Left-Handed,Two-Handed Backhand,3
2022,Guido Pella,30,1987.05.22,188,170.0,12,"Belgrade, Serbia",2003.0,783,163,Right-Handed,Two-Handed Backhand,1
2023,Guillermo Garcia-Lopez,32,1985.04.27,188,183.0,66,"Mar del Plata, Argentina",2003.0,80,119,Left-Handed,Two-Handed Backhand,2
2024,Vasek Pospisil,32,1985.09.17,196,200.0,19,"Valasske Mezirici, CZE",2002.0,616,321,Right-Handed,Two-Handed Backhand,1
2025,Yen-Hsun Lu,24,1993.07.10,198,203.0,62,"Pribram, Czech Republic",2009.0,85,102,Left-Handed,Two-Handed Backhand,1
2026,Stephane Robert,34,1983.11.15,185,192.0,35,"Madrid, Spain",2001.0,487,361,Left-Handed,One-Handed Backhand,1
2027,Dudi Sela,26,1990.12.07,180,150.0,7,"Rocourt, Belgium",2009.0,201,128,Right-Handed,Two-Handed Backhand,1
2028,Joao Sousa,32,1985.04.17,188,200.0,15,"Le Mans, France",2004.0,426,195,Right-Handed,One-Handed Backhand,1
2029,Diego Schwartzman,32,1984.12.08,196,172.0,125,"Celle, Germany",2002.0,60,93,Right-Handed,One-Handed Backhand,0
2030,Jan-Lennard Struff,38,1979.02.28,211,230.0,80,"Zagreb, Croatia",2000.0,346,307,Right-Handed,Two-Handed Backhand,1
2031,Santiago Giraldo,21,1996.05.21,198,194.0,45,"Moscow, Russia",2013.0,43,46,Right-Handed,Two-Handed Backhand,0
2032,Jiri Vesely,32,1985.08.21,183,190.0,151,"Murcia, Spain",2003.0,397,277,Right-Handed,Two-Handed Backhand,0
2033,Renzo Olivo,34,1983.10.16,178,154.0,29,"Augsburg, Germany",2001.0,423,322,Right-Handed,Two-Handed Backhand,1
2034,Donald Young,39,1978.11.27,185,167.0,349,"Karvina, Czech Republic",1996.0,384,302,Right-Handed,Two-Handed Backhand,1
2035,Stefan Kozlov,25,1992.03.27,183,161.0,178,"Uccle, Belgium",2010.0,3,6,Right-Handed,Two-Handed Backhand,1
2036,Mikhail Youzhny,30,1987.05.15,191,185.0,16,"Glasgow, Scotland",2005.0,655,184,Right-Handed,Two-Handed Backhand,1
2037,Daniil Medvedev,30,1987.02.12,188,165.0,78,"Pau, France",2005.0,224,230,Right-Handed,Two-Handed Backhand,2
2038,Horacio Zeballos,30,1987.05.22,188,170.0,12,"Belgrade, Serbia",2003.0,783,163,Right-Handed,Two-Handed Backhand,1
2039,Marius Copil,27,1990.04.25,196,192.0,53,"Warstein, Germany",2009.0,65,92,Right-Handed,Two-Handed Backhand,1
2040,Nikoloz Basilashvili,32,1985.09.17,196,200.0,19,"Valasske Mezirici, CZE",2002.0,616,321,Right-Handed,Two-Handed Backhand,1
2041,Alexander Bublik,27,1990.05.30,185,180.0,155,"La Spezia, Italy",2008.0,10,16,Left-Handed,Two-Handed Backhand,1
2042,Elias Ymer,26,1990.12.07,180,150.0,7,"Rocourt, Belgium",2009.0,201,128,Right-Handed,One-Handed Backhand,1
2043,Yoshihito Nishioka,30,1987.04.06,191,157.0,42,"The Hague, The Netherlands",2005.0,190,216,Right-Handed,Two-Handed Backhand,1
2044,Radu Albot,32,1985.04.17,188,200.0,15,"Le Mans, France",2004.0,426,195,Right-Handed,One-Handed Backhand,1
2045,Alex de Minaur,26,1991.02.22,185,156.0,108,"Tula, Russia",2008.0,77,97,Right-Handed,Two-Handed Backhand,1
2046,Darian King,38,1979.02.28,211,230.0,80,"Zagreb, Croatia",2000.0,346,307,Right-Handed,Two-Handed Backhand,1
2047,Mikhail Kukushkin,30,1987.09.08,185,181.0,198,"Dneprodzerzhinsk, Ukraine",2006.0,61,83,Right-Handed,Two-Handed Backhand,1
2048,Santiago Giraldo,34,1983.10.16,178,154.0,29,"Augsburg, Germany",2001.0,423,322,Right-Handed,One-Handed Backhand,1
2049,Norbert Gombos,33,1984.01.20,185,180.0,98,"Bizerte, Tunisia",2003.0,68,94,Right-Handed,Two-Handed Backhand,1
2050,Dusan Lajovic,39,1978.11.27,185,167.0,349,"Karvina, Czech Republic",1996.0,384,302,Right-Handed,Two-Handed Backhand,1
2051,Tobias Kamke,32,1985.06.17,178,181.0,103,"Limassol, Cyprus",2003.0,333,255,Right-Handed,Two-Handed Backhand,1
2052,Julien Benneteau,32,1985.08.21,183,190.0,151,"Murcia, Spain",2003.0,397,277,Right-Handed,Two-Handed Backhand,0
2053,Illya Marchenko,35,1981.12.15,183,169.0,43,"Rome, Italy",2003.0,97,154,Right-Handed,Two-Handed Backhand,1
2054,Marius Copil,32,1984.12.08,196,172.0,125,"Celle, Germany",2002.0,60,93,Right-Handed,Two-Handed Backhand,0
2055,Denis Kudla,27,1990.02.27,183,180.0,162,"Rosario, Argentina",2008.0,20,22,Left-Handed,none,2
2056,Henri Laaksonen,25,1992.03.27,183,161.0,178,"Uccle, Belgium",2010.0,3,6,Right-Handed,Two-Handed Backhand,1
2057,Dennis Novikov,27,1990.09.19,183,183.0,211,"El Mansoura, Egypt",,4,14,Right-Handed,Two-Handed Backhand,1
2058,Vasek Pospisil,21,1996.05.21,198,194.0,45,"Moscow, Russia",2013.0,43,46,Right-Handed,Two-Handed Backhand,0
2059,Rajeev Ram,22,1995.04.14,0,,1429,,,0,2,none,Two-Handed Backhand,0
2060,Federico Gaio,27,1990.07.13,188,176.0,101,"Vienna, Austria",2007.0,16,28,Left-Handed,Two-Handed Backhand,3
2061,Andrew Whittington,35,1982.01.12,185,163.0,249,"Strasbourg, France",1999.0,276,306,Right-Handed,none,1
2062,Peter Gojowczyk,34,1983.11.15,185,192.0,35,"Madrid, Spain",2001.0,487,361,Left-Handed,One-Handed Backhand,1
2063,Marco Trungelliti,27,1990.06.23,193,185.0,109,"Vernon, Canada",2007.0,91,121,Right-Handed,Two-Handed Backhand,1
2064,Nikoloz Basilashvili,24,1993.07.10,198,203.0,62,"Pribram, Czech Republic",2009.0,85,102,Left-Handed,Two-Handed Backhand,1
2065,Matthew Ebden,27,1990.05.19,0,172.0,476,"Venlo, Netherlands",,0,1,none,Two-Handed Backhand,0
2066,Dennis Novikov,32,1985.04.27,188,183.0,66,"Mar del Plata, Argentina",2003.0,80,119,Left-Handed,Two-Handed Backhand,2
2067,Denis Istomin,34,1983.10.05,191,180.0,69,"Bayreuth, Germany",2001.0,241,246,Right-Handed,none,1
2068,Yoshihito Nishioka,27,1990.06.23,193,185.0,109,"Vernon, Canada",2007.0,91,121,Right-Handed,Two-Handed Backhand,1
2069,Marcelo Arevalo,25,1992.02.23,185,174.0,59,"Tbilisi, Georgia",2008.0,37,46,Right-Handed,Two-Handed Backhand,2
2070,Radu Albot,39,1978.11.27,185,167.0,349,"Karvina, Czech Republic",1996.0,384,302,Right-Handed,Two-Handed Backhand,1
2071,Vincent Millot,26,1991.06.03,0,168.0,311,Madrid,,0,0,none,Two-Handed Backhand,1
2072,Mikhail Kukushkin,27,1990.05.30,185,180.0,155,"La Spezia, Italy",2008.0,10,16,Left-Handed,Two-Handed Backhand,1
2073,Marcos Giron,26,1991.07.12,188,194.0,140,Sarajevo,2012.0,17,12,Right-Handed,Two-Handed Backhand,1
2074,Rajeev Ram,27,1990.09.19,183,183.0,211,"El Mansoura, Egypt",,4,14,Right-Handed,Two-Handed Backhand,1
2075,Jared Donaldson,31,1986.01.30,173,165.0,191,"Montpellier, France",2007.0,7,21,Left-Handed,Two-Handed Backhand,1
2076,Santiago Giraldo,25,1992.02.23,185,174.0,59,"Tbilisi, Georgia",2008.0,37,46,Right-Handed,Two-Handed Backhand,2
2077,Michael Mmoh,32,1985.06.04,198,207.0,240,"Castel del Piano, Italy",,5,16,Right-Handed,Two-Handed Backhand,1
2078,Peter Gojowczyk,39,1978.11.27,185,167.0,349,"Karvina, Czech Republic",1996.0,384,302,Right-Handed,Two-Handed Backhand,1
2079,Ernesto Escobedo,26,1991.09.10,183,176.0,258,"Naples, Italy",2007.0,0,3,Right-Handed,Two-Handed Backhand,1
2080,Dusan Lajovic,26,1991.07.12,188,194.0,140,Sarajevo,2012.0,17,12,Right-Handed,none,1
2081,Ivan Dodig,36,1981.09.10,185,187.0,421,"Basel, Switzerland",2000.0,52,98,Right-Handed,Two-Handed Backhand,1
2082,Illya Marchenko,31,1986.01.30,173,165.0,191,"Montpellier, France",2007.0,7,21,Left-Handed,Two-Handed Backhand,1
2083,Teymuraz Gabashvili,28,1989.05.26,173,152.0,73,"Grottaglie, Italy",2005.0,9,28,Right-Handed,Two-Handed Backhand,2
2084,Federico Gaio,26,1991.06.03,0,168.0,311,Madrid,,0,0,none,Two-Handed Backhand,1
2085,Sergiy Stakhovsky,27,1990.05.09,185,163.0,72,"Moscow, Russia",2007.0,36,79,Right-Handed,none,1
2086,Marius Copil,27,1990.09.19,183,183.0,211,"El Mansoura, Egypt",,4,14,Right-Handed,Two-Handed Backhand,1
2087,Lukas Rosol,24,1993.01.27,191,168.0,99,"New York, NY, USA",2010.0,18,39,Right-Handed,none,0
2088,Norbert Gombos,27,1990.05.30,185,180.0,155,"La Spezia, Italy",2008.0,10,16,Left-Handed,Two-Handed Backhand,1
2089,Ruben Bemelmans,23,1994.03.09,0,,1304,,,0,4,none,One-Handed Backhand,0
2090,Julien Benneteau,27,1990.06.23,193,185.0,109,"Vernon, Canada",2007.0,91,121,Right-Handed,Two-Handed Backhand,1
2091,Sam Groth,23,1994.05.27,0,,1645,,,0,5,none,Two-Handed Backhand,0
2092,Marco Trungelliti,34,1983.05.09,193,196.0,25,"Luxembourg City, Luxembourg",2001.0,223,194,Left-Handed,One-Handed Backhand,3
2093,Jozef Kovalik,27,1990.05.23,175,165.0,134,"Birmingham, England",2006.0,34,46,Right-Handed,Two-Handed Backhand,1
2094,Henri Laaksonen,34,1983.05.09,193,196.0,25,"Luxembourg City, Luxembourg",2001.0,223,194,Left-Handed,One-Handed Backhand,3
2095,Tim Smyczek,31,1986.02.10,193,189.0,55,"Belgrade, Serbia",2006.0,282,250,Right-Handed,One-Handed Backhand,1
2096,Elias Ymer,27,1990.05.23,175,165.0,134,"Birmingham, England",2006.0,34,46,Right-Handed,Two-Handed Backhand,1
2097,Peter Polansky,26,1991.02.22,185,156.0,108,"Tula, Russia",2008.0,77,97,Right-Handed,One-Handed Backhand,1
2098,Vasek Pospisil,27,1990.05.23,175,165.0,134,"Birmingham, England",2006.0,34,46,Right-Handed,Two-Handed Backhand,1
2099,Mitchell Krueger,24,1993.09.03,185,180.0,5,"Wiener Neustadt, Austria",2011.0,171,109,Right-Handed,One-Handed Backhand,1
2100,Denis Kudla,34,1983.05.09,193,196.0,25,"Luxembourg City, Luxembourg",2001.0,223,194,Left-Handed,Two-Handed Backhand,3
2101,Marton Fucsovics,31,1986.01.01,180,176.0,32,"Concordia, Argentina",2004.0,178,155,Right-Handed,Two-Handed Backhand,2
2102,Darian King,31,1986.02.10,193,189.0,55,"Belgrade, Serbia",2006.0,282,250,Right-Handed,One-Handed Backhand,1
2103,Noah Rubin,34,1983.10.16,178,154.0,29,"Augsburg, Germany",2001.0,423,322,Right-Handed,Two-Handed Backhand,1
2104,Tobias Kamke,26,1991.02.22,185,156.0,108,"Tula, Russia",2008.0,77,97,Right-Handed,One-Handed Backhand,1
2105,Benjamin Becker,26,1991.07.12,188,172.0,10,"Gijon, Spain",2009.0,111,110,Right-Handed,One-Handed Backhand,2
2106,Andrew Whittington,24,1993.09.03,185,180.0,5,"Wiener Neustadt, Austria",2011.0,171,109,Right-Handed,Two-Handed Backhand,1
2107,Andrey Rublev,27,1990.11.24,183,168.0,115,"Lourinhã, Portugal",2008.0,28,47,Right-Handed,Two-Handed Backhand,1
2108,Alexander Bublik,31,1986.01.01,180,176.0,32,"Concordia, Argentina",2004.0,178,155,Right-Handed,One-Handed Backhand,2
2109,Ernests Gulbis,35,1982.01.21,191,176.0,104,"Angers, France",2000.0,171,213,Right-Handed,Two-Handed Backhand,2
2110,Alex de Minaur,31,1986.02.10,193,189.0,55,"Belgrade, Serbia",2006.0,282,250,Right-Handed,One-Handed Backhand,1
2111,Go Soeda,35,1981.12.15,183,169.0,43,"Rome, Italy",2003.0,97,154,Right-Handed,Two-Handed Backhand,1
2112,Roger Federer,26,1991.05.16,191,176.0,3,"Haskovo, Bulgaria",2008.0,257,161,Right-Handed,Two-Handed Backhand,1
2113,Rafael Nadal,27,1989.12.29,178,165.0,22,"Shimane, Japan",2007.0,331,155,Right-Handed,One-Handed Backhand,2
2114,Roger Federer,26,1991.05.16,191,176.0,3,"Haskovo, Bulgaria",2008.0,257,161,Right-Handed,Two-Handed Backhand,1
2115,Nick Kyrgios,26,1990.12.27,196,216.0,24,"Podgorica, Montenegro",2008.0,288,132,Right-Handed,Two-Handed Backhand,0
2116,Rafael Nadal,27,1989.12.29,178,165.0,22,"Shimane, Japan",2007.0,331,155,Right-Handed,One-Handed Backhand,2
2117,Fabio Fognini,32,1985.03.28,183,179.0,9,"Lausanne, Switzerland",2002.0,465,262,Right-Handed,Two-Handed Backhand,0
2118,Fabio Fognini,26,1990.12.27,196,216.0,24,"Podgorica, Montenegro",2008.0,288,132,Right-Handed,Two-Handed Backhand,0
2119,Kei Nishikori,31,1986.06.03,185,188.0,1,"Manacor, Mallorca, Spain",2001.0,873,185,Left-Handed,Two-Handed Backhand,2
2120,Roger Federer,32,1985.03.28,183,179.0,9,"Lausanne, Switzerland",2002.0,465,262,Right-Handed,One-Handed Backhand,0
2121,Tomas Berdych,22,1995.01.08,188,184.0,50,"Johannesburg, South Africa",2012.0,53,63,Right-Handed,One-Handed Backhand,1
2122,Rafael Nadal,27,1989.12.29,178,165.0,22,"Shimane, Japan",2007.0,331,155,Right-Handed,Two-Handed Backhand,2
2123,Jack Sock,23,1994.04.20,183,161.0,94,"Sydney, Australia",2013.0,16,29,Right-Handed,Two-Handed Backhand,1
2124,Nick Kyrgios,26,1991.05.16,191,176.0,3,"Haskovo, Bulgaria",2008.0,257,161,Right-Handed,One-Handed Backhand,1
2125,Alexander Zverev,24,1993.09.03,185,180.0,5,"Wiener Neustadt, Austria",2011.0,171,109,Right-Handed,Two-Handed Backhand,1
2126,Alexander Zverev,26,1990.12.27,196,216.0,24,"Podgorica, Montenegro",2008.0,288,132,Right-Handed,Two-Handed Backhand,0
2127,Stan Wawrinka,25,1992.08.16,170,141.0,26,"Buenos Aires, Argentina",2010.0,70,76,Right-Handed,Two-Handed Backhand,1
2128,Kei Nishikori,32,1985.03.28,183,179.0,9,"Lausanne, Switzerland",2002.0,465,262,Right-Handed,One-Handed Backhand,0
2129,Federico Delbonis,31,1986.02.10,193,189.0,55,"Belgrade, Serbia",2006.0,282,250,Right-Handed,One-Handed Backhand,1
2130,Roger Federer,27,1989.12.29,178,165.0,22,"Shimane, Japan",2007.0,331,155,Right-Handed,Two-Handed Backhand,2
2131,Roberto Bautista Agut,21,1996.10.09,188,165.0,54,"Providence, RI, USA",2014.0,32,44,Right-Handed,Two-Handed Backhand,1
2132,Rafael Nadal,24,1993.09.03,185,180.0,5,"Wiener Neustadt, Austria",2011.0,171,109,Right-Handed,Two-Handed Backhand,1
2133,Nicolas Mahut,30,1987.10.19,193,220.0,247,"Narrandera, Australia",2006.0,38,62,Right-Handed,Two-Handed Backhand,1
2134,Nick Kyrgios,31,1986.06.03,185,188.0,1,"Manacor, Mallorca, Spain",2001.0,873,185,Left-Handed,One-Handed Backhand,2
2135,David Goffin,30,1987.08.22,191,194.0,33,"Moscow, Russia",2005.0,110,155,Left-Handed,One-Handed Backhand,2
2136,Tomas Berdych,22,1995.01.08,188,184.0,50,"Johannesburg, South Africa",2012.0,53,63,Right-Handed,Two-Handed Backhand,1
2137,Adrian Mannarino,23,1994.02.23,185,179.0,18,"Grande-Synthe, France",2012.0,85,66,Right-Handed,Two-Handed Backhand,1
2138,Jack Sock,26,1991.05.16,191,176.0,3,"Haskovo, Bulgaria",2008.0,257,161,Right-Handed,Two-Handed Backhand,1
2139,Jared Donaldson,35,1982.01.21,191,176.0,104,"Angers, France",2000.0,171,213,Right-Handed,Two-Handed Backhand,2
2140,Fabio Fognini,23,1994.04.20,183,161.0,94,"Sydney, Australia",2013.0,16,29,Right-Handed,Two-Handed Backhand,1
2141,Donald Young,35,1982.04.02,175,160.0,37,"Javea, Spain",2000.0,717,353,Right-Handed,Two-Handed Backhand,1
2142,Stan Wawrinka,31,1986.06.03,185,188.0,1,"Manacor, Mallorca, Spain",2001.0,873,185,Left-Handed,One-Handed Backhand,2
2143,Malek Jaziri,29,1988.11.07,180,157.0,38,"Kiev, Ukraine",2006.0,216,196,Right-Handed,Two-Handed Backhand,1
2144,Kei Nishikori,23,1994.02.23,185,179.0,18,"Grande-Synthe, France",2012.0,85,66,Right-Handed,Two-Handed Backhand,1
2145,Fernando Verdasco,32,1984.12.27,183,154.0,89,"Nice, France",2002.0,421,307,Right-Handed,Two-Handed Backhand,0
2146,Jared Donaldson,26,1991.05.16,191,176.0,3,"Haskovo, Bulgaria",2008.0,257,161,Right-Handed,Two-Handed Backhand,1
2147,Milos Raonic,27,1989.12.24,188,190.0,44,"Orange, CA, USA",2012.0,122,116,Right-Handed,Two-Handed Backhand,1
2148,Roger Federer,35,1982.04.02,175,160.0,37,"Javea, Spain",2000.0,717,353,Right-Handed,Two-Handed Backhand,1
2149,Juan Martin del Potro,25,1992.10.21,196,201.0,142,"Stuttgart, Germany",2008.0,169,158,Right-Handed,Two-Handed Backhand,1
2150,Rafael Nadal,21,1996.10.09,188,165.0,54,"Providence, RI, USA",2014.0,32,44,Right-Handed,One-Handed Backhand,1
2151,Philipp Kohlschreiber,34,1983.05.09,193,196.0,25,"Luxembourg City, Luxembourg",2001.0,223,194,Left-Handed,Two-Handed Backhand,3
2152,David Goffin,22,1995.01.08,188,184.0,50,"Johannesburg, South Africa",2012.0,53,63,Right-Handed,One-Handed Backhand,1
2153,Diego Schwartzman,21,1996.07.04,185,180.0,120,"Los Angeles, CA, USA",2014.0,11,19,Right-Handed,Two-Handed Backhand,1
2154,Tomas Berdych,30,1987.10.19,193,220.0,247,"Narrandera, Australia",2006.0,38,62,Right-Handed,Two-Handed Backhand,1
2155,Gilles Muller,26,1991.03.18,188,174.0,81,"Schiltigheim, France",2010.0,30,51,Right-Handed,Two-Handed Backhand,2
2156,Nick Kyrgios,35,1982.01.21,191,176.0,104,"Angers, France",2000.0,171,213,Right-Handed,Two-Handed Backhand,2
2157,Ivo Karlovic,37,1980.05.17,185,170.0,218,"Montargis, France",2001.0,37,72,Right-Handed,Two-Handed Backhand,1
2158,Jack Sock,25,1992.08.16,170,141.0,26,"Buenos Aires, Argentina",2010.0,70,76,Right-Handed,Two-Handed Backhand,1
2159,Jiri Vesely,30,1987.10.07,198,210.0,13,"San Francisco, CA, USA",2006.0,321,257,Right-Handed,Two-Handed Backhand,1
2160,Roberto Bautista Agut,23,1994.04.20,183,161.0,94,"Sydney, Australia",2013.0,16,29,Right-Handed,Two-Handed Backhand,1
2161,Sam Querrey,21,1996.04.10,183,173.0,144,"Skara, Sweden",2014.0,13,30,Right-Handed,Two-Handed Backhand,1
2162,Alexander Zverev,31,1986.02.10,193,189.0,55,"Belgrade, Serbia",2006.0,282,250,Right-Handed,Two-Handed Backhand,1
2163,John Isner,22,1995.09.27,170,141.0,166,"Mie, Japan",2014.0,22,27,Left-Handed,Two-Handed Backhand,1
2164,Federico Delbonis,30,1987.08.22,191,194.0,33,"Moscow, Russia",2005.0,110,155,Left-Handed,Two-Handed Backhand,2
2165,Jan-Lennard Struff,18,1999.02.17,180,152.0,208,"Sydney, Australia",2015.0,2,5,Right-Handed,Two-Handed Backhand,1
2166,Fabio Fognini,22,1995.09.27,170,141.0,166,"Mie, Japan",2014.0,22,27,Left-Handed,Two-Handed Backhand,1
2167,Jeremy Chardy,29,1987.12.30,175,160.0,130,"Milwaukee, WI, USA",2006.0,36,70,Right-Handed,Two-Handed Backhand,0
2168,Nicolas Mahut,21,1996.10.09,188,165.0,54,"Providence, RI, USA",2014.0,32,44,Right-Handed,Two-Handed Backhand,1
2169,Guido Pella,28,1989.01.24,188,185.0,221,"Townsville, Australia",2012.0,5,15,Left-Handed,Two-Handed Backhand,1
2170,Adrian Mannarino,18,1999.02.17,180,152.0,208,"Sydney, Australia",2015.0,2,5,Right-Handed,Two-Handed Backhand,1
2171,Borna Coric,19,1998.01.20,188,170.0,79,"Hyattsville, MD, USA",2015.0,9,29,Right-Handed,Two-Handed Backhand,2
